business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,hashtags,hashtag_count,view_rate,engagement,engagement_rate,view_rate_ratio,performance_label
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-10,Saturday,January,reel,Perfect Alfajores🤭,19,0,1,541,11,462000,English,False,True,False,False,False,False,0,[],0,3.323741007194245,552,0.003971223021582734,3.1006711409395975,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-16,Friday,January,reel,#فانيلا_اليوم_وكل_يوم,22,1,0,54,7,198000,Arabic,False,True,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,1.4244604316546763,61,0.00043884892086330936,1.3288590604026846,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-20,Tuesday,January,reel,#vanilla_today_and_everyday #vanilla_cake,42,2,0,31,0,41500,English,False,True,False,False,False,False,0,"['vanilla_today_and_everyday', 'vanilla_cake']",2,0.29856115107913667,31,0.00022302158273381295,0.2785234899328859,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-25,Sunday,January,reel,كفوفك كفوفك! #vanillabakery #فانيلا_اليوم_وكل_يوم,57,2,0,23,0,662000,Mixed,False,True,False,False,False,True,0,"['vanillabakery', 'فانيلا_اليوم_وكل_يوم']",2,4.762589928057554,23,0.00016546762589928057,4.442953020134228,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-28,Wednesday,January,reel,Ferrero Cake,12,0,0,515,10,344000,English,False,True,False,False,False,False,0,[],0,2.4748201438848922,525,0.003776978417266187,2.3087248322147653,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-05,Thursday,February,reel,New year new me 😍😍😍,21,0,3,2155,10,348000,English,False,True,False,False,False,False,0,[],0,2.5035971223021583,2165,0.015575539568345323,2.335570469798658,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-08,Sunday,February,reel,Everyday is a Cake Day 😍😍😍 #vanilla_today_and_everyday #فانيلا_اليوم_وكل_يوم,81,2,3,2100,10,132000,Mixed,False,True,False,False,False,True,0,"['vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",2,0.9496402877697842,2110,0.015179856115107913,0.8859060402684563,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-18,Wednesday,February,reel,قريباً في نابلس، افتتاح فرع جديد. #فانيلا_اليوم_وكل_يوم,58,1,0,1652,163,213000,Arabic,True,True,True,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,1.5323741007194245,1815,0.013057553956834533,1.429530201342282,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-22,Sunday,February,reel,POV: Vanilla Cookies 😍,23,0,1,812,18,287000,English,False,True,False,False,False,False,0,[],0,2.064748201438849,830,0.005971223021582734,1.9261744966442953,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-25,Wednesday,February,reel,شو رأيكم بالديكور الجديد؟ 🤍,29,0,1,1330,52,179000,Arabic,True,False,False,False,False,True,0,[],0,1.2877697841726619,1382,0.009942446043165468,1.2013422818791946,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-02,Monday,March,reel,Freshly baked croissants 🥐,28,0,1,975,21,154000,English,False,True,False,False,False,False,0,[],0,1.1079136690647482,996,0.00716546762589928,1.0335570469798658,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-06,Friday,March,reel,رمضان كريم 🌙✨,14,0,2,2450,84,401000,Arabic,False,True,False,True,False,True,0,[],0,2.884892086330935,2534,0.01823021582733813,2.6912751677852347,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-09,Monday,March,reel,Chocolate overload 🍫,21,0,1,1442,35,224000,English,False,True,False,False,False,False,0,[],0,1.6115107913669064,1477,0.01062589928057554,1.5033557046979866,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-11,Wednesday,March,reel,Our Ramadan atmosphere ✨,26,0,1,1700,41,267000,English,False,False,True,True,False,False,0,[],0,1.920863309352518,1741,0.012525179856115108,1.7919463087248322,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-14,Saturday,March,reel,مين جاهز للحلويات الرمضانية؟ 😍,31,0,1,1940,73,322000,Arabic,True,True,False,True,False,True,0,[],0,2.316546762589928,2013,0.01448201438848921,2.1610738255033555,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-18,Wednesday,March,reel,"Mini cakes, maximum happiness 🎂",33,0,1,1200,22,164000,English,False,True,False,False,False,False,0,[],0,1.1798561151079137,1222,0.00879136690647482,1.1006711409395973,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-20,Friday,March,reel,فانيلا غير 😍,12,0,1,1110,29,173000,Arabic,False,True,False,False,False,True,0,[],0,1.2446043165467626,1139,0.008194244604316546,1.1610738255033557,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-24,Tuesday,March,reel,Iced coffee season officially started ☕,39,0,1,2080,48,352000,English,False,True,False,False,False,False,0,[],0,2.5323741007194243,2128,0.015309352517985611,2.36241610738255,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-28,Saturday,March,reel,لقمة وبتعشقها 😋,16,0,1,1422,27,211000,Arabic,False,True,False,False,False,True,0,[],0,1.5179856115107915,1449,0.010424460431654676,1.4161073825503356,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-01,Wednesday,April,reel,Cheesecake lovers where you at?,33,0,0,1320,31,188000,English,True,True,False,False,False,False,0,[],0,1.3525179856115108,1351,0.009719424460431655,1.261744966442953,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-04,Saturday,April,reel,شو طلبكم المفضل من فانيلا؟ 🤍,31,0,1,1540,96,241000,Arabic,True,False,False,False,False,True,0,[],0,1.7338129496402879,1636,0.011769784172661871,1.6174496644295302,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-08,Wednesday,April,reel,Behind the scenes 🎥,22,0,1,1180,19,145000,English,False,False,False,False,False,False,0,[],0,1.0431654676258992,1199,0.00862589928057554,0.9731543624161073,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-12,Sunday,April,reel,Fresh cookies every morning 🍪,30,0,1,1265,24,176000,English,False,True,False,False,False,False,0,[],0,1.2661870503597121,1289,0.00927338129496403,1.181208053691275,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-15,Wednesday,April,reel,صباح الخير من فانيلا ☀️,23,0,1,1470,36,194000,Arabic,False,False,True,False,False,True,0,[],0,1.39568345323741,1506,0.01083453237410072,1.3020134228187918,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-14,Friday,March,reel,اكبر كمية لفرع نابلس 🥰✌️,28,3,2,415,0,971000,Arabic,False,True,True,True,False,True,0,[],0,6.985611510791367,415,0.002985611510791367,6.516778523489933,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-12,Wednesday,March,reel,سكوب الكوكيز بفانيلا 😍😋,24,4,2,911,9,197000,Arabic,False,True,False,False,False,True,0,[],0,1.4172661870503598,920,0.006618705035971223,1.3221476510067114,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-12,Wednesday,March,reel,الأجواء بتحلى مع فانيلا,23,0,0,153,0,24200,Arabic,False,False,False,True,False,True,0,[],0,0.17410071942446043,153,0.0011007194244604316,0.16241610738255033,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-11,Tuesday,March,reel,من الآن، بتقدرو تحجزوا فطوركم بكرا في فرعنا بوسط البلد 🌙,63,3,1,1454,2,609000,Arabic,True,True,True,True,False,True,0,[],0,4.381294964028777,1456,0.010474820143884893,4.087248322147651,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-09,Sunday,March,reel,بوفيه فانيلا النابلسي 🌙😍,26,3,2,141,4,39600,Arabic,False,True,True,True,False,True,0,[],0,0.28489208633093527,145,0.0010431654676258994,0.2657718120805369,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-06,Thursday,March,reel,كلكم اتفقتوا على انها أطيب ام علي في فانيلا 😍,48,0,1,431,12,218000,Arabic,False,True,False,True,False,True,0,[],0,1.5683453237410072,443,0.0031870503597122304,1.4630872483221478,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-05,Wednesday,March,reel,16 رمضان,9,0,0,308,18,133000,Arabic,False,False,False,True,False,False,0,[],0,0.9568345323741008,326,0.0023453237410071943,0.8926174496644296,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-02,Sunday,March,reel,رمضان فانيلا 🌙🤍,17,2,2,325,1,652000,Arabic,False,True,True,True,True,True,0,[],0,4.690647482014389,326,0.0023453237410071943,4.375838926174497,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-28,Friday,February,reel,اكثر من انه حلو 😍,18,2,1,2630,6,652000,Arabic,False,True,False,True,False,True,0,[],0,4.690647482014389,2636,0.018964028776978416,4.375838926174497,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-24,Monday,February,reel,طبقات من القشطة و التمر الفاخر 🌙😍,37,2,2,1475,2,566000,Arabic,False,True,False,True,False,True,0,[],0,4.071942446043166,1477,0.01062589928057554,3.798657718120806,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-23,Sunday,February,reel,بعد الإفطار في فانيلا 🌙🤍✌️,30,3,3,2898,4,82600,Arabic,False,False,True,True,False,True,0,[],0,0.5942446043165468,2902,0.02087769784172662,0.5543624161073826,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-21,Friday,February,reel,نستقبلكم على البوفيه فانيلا في فرعنا نابلس و الطيرة 🥳,58,3,1,259,1,956000,Arabic,True,True,True,True,False,True,0,[],0,6.877697841726619,260,0.0018705035971223023,6.416107382550336,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-18,Tuesday,February,reel,انتظرونا في خامس ايام من رمضان على البوفيه الرمضاني ❤️,58,1,1,1653,8,213000,Arabic,True,True,True,True,False,True,0,[],0,1.5323741007194245,1661,0.011949640287769785,1.429530201342282,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-08,Saturday,February,reel,Everyday Is a Cake Day 🍰😊😊 #vanilla_today_and_everyday #فانيلا_اليوم_وكل_يوم,89,2,3,2101,8,132000,Mixed,False,True,False,False,False,False,0,"['vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",2,0.9496402877697842,2109,0.015172661870503597,0.8859060402684563,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-05,Wednesday,February,reel,New year new me 😲😲😲,23,0,3,18600,725,662000,English,False,False,False,False,False,False,1,[],0,4.762589928057554,19325,0.13902877697841726,4.442953020134228,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-28,Tuesday,January,reel,الآن .. عرفنا وين راح,22,0,0,516,29,41500,Arabic,False,False,False,False,False,True,0,[],0,0.29856115107913667,545,0.003920863309352518,0.2785234899328859,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-25,Saturday,January,reel,كعك القدس كل اشي منعمله فيه 🤗😍,33,2,2,4218,34,198000,Arabic,False,True,True,False,True,True,0,[],0,1.4244604316546763,4252,0.030589928057553957,1.3288590604026846,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-20,Monday,January,reel,فيريرو كيك 🍫,13,2,1,316,5,344000,Arabic,False,True,False,False,False,True,0,[],0,2.4748201438848922,321,0.0023093525179856116,2.3087248322147653,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-16,Thursday,January,reel,💗 لكم,6,2,1,633,21,348000,Arabic,False,False,False,False,False,True,0,[],0,2.5035971223021583,654,0.004705035971223022,2.335570469798658,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-10,Friday,January,reel,Perfect Alfajores🤭,19,0,1,541,11,462000,English,False,True,False,False,False,False,0,[],0,3.323741007194245,552,0.003971223021582734,3.1006711409395975,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-08,Wednesday,January,reel,نابلس الجميلة 🫶✌️,18,0,2,854,19,355000,Arabic,False,False,True,False,False,True,0,[],0,2.553956834532374,873,0.006280575539568345,2.38255033557047,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-06,Monday,January,reel,"Your favorite cake is freshly prepared here.
كل ما تحب يصنع هنا 🥰",69,0,1,945,48,152000,Mixed,False,True,False,False,False,True,0,[],0,1.0935251798561152,993,0.007143884892086331,1.0201342281879195,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-04,Saturday,January,reel,📍 AlIrsal branch Vibes,24,0,1,843,10,548000,English,False,False,True,False,False,False,0,[],0,3.9424460431654675,853,0.006136690647482014,3.6778523489932886,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777248000000,Monday,April,post,تخيل طعم اللوز المحمص وهو يذوب مع الكراميل، وفي كل لقمة بتفاجئك نكهة الرهايب 😋 #فانيلا_اليوم_وكل_يوم,94,1,1,286,1,56000,Arabic,False,True,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.4028776978417266,287,0.002064748201438849,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1773792000000,Wednesday,March,post,بوكس العائلة و الاصحاب 🥰 #عيدالفطرالمبارك #فانيلا_اليوم_وكل_يوم,71,2,1,20,0,56000,Arabic,False,True,False,True,False,True,0,"['عيدالفطرالمبارك', 'فانيلا_اليوم_وكل_يوم']",2,0.4028776978417266,20,0.00014388489208633093,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1773705600000,Tuesday,March,post,لأجمل قلب… أمي ❤️ جهزنالكم تشكيلة قوالب مميزة ليوم الأم الحجز المسبق متاح الآن ✌🥰 #فانيلا_اليوم_وكل_يوم,112,1,3,530,5,56000,Arabic,True,True,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.4028776978417266,535,0.0038489208633093524,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1771372800000,Wednesday,February,post,هذا ما نقدمه لكم.. حلى رمضان النهائي ✌🌙,41,0,2,1000,6,56000,Arabic,False,True,False,True,False,True,0,[],0,0.4028776978417266,1006,0.0072374100719424465,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1764979200000,Saturday,December,post,مزيج غريب وطعم عجيب 🍊❄️,25,0,2,515,8,56000,Arabic,False,False,False,False,False,True,0,[],0,0.4028776978417266,523,0.0037625899280575538,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1762473600000,Friday,November,post,٣ مشاريب ديتوكسس زي ما بدكم 😭,30,0,1,42,2,56000,Arabic,False,False,False,False,False,True,0,[],0,0.4028776978417266,44,0.00031654676258992807,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1750723200000,Tuesday,June,post,Vanilla’s most loved French Toast.... فرنش توست المفضلة للجميع🥰 #VANILLA_Today_and_everyday #FrenchToastCup#vanilla,130,2,1,580,13,56000,English,False,True,False,False,False,False,0,"['vanilla_today_and_everyday', 'frenchtoastcup']",2,0.4028776978417266,593,0.004266187050359712,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1749254400000,Saturday,June,post,You Thought You Knew Coffee Right?... Think Again. قهوة الجلي اليابانية لأول مرة فقط في فانيلا #VANILLA_Today_and_everyday #dessert #vanilla_cake #japanese_jelly_coffee,188,4,0,1200,31,56000,English,False,True,False,False,False,False,0,"['vanilla_today_and_everyday', 'dessert', 'vanilla_cake', 'japanese_jelly_coffee']",4,0.4028776978417266,1231,0.008856115107913669,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1748822400000,Monday,June,post,Like never before ... Premium Matcha is here 🍵😉 كأنك تستحق الانتظار #VANILLA_Today_and_everyday #dessert #vanilla_cake #matcha,145,4,2,1000,14,56000,English,False,True,False,False,False,False,0,"['vanilla_today_and_everyday', 'dessert', 'vanilla_cake', 'matcha']",4,0.4028776978417266,1014,0.007294964028776978,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1745798400000,Monday,April,post,مشروب جنجر توست مش بس جرب… رح يخرب فيك 😎😭 جربوه بجميع فروع فانيلا 🤩 #VANILLA_Today_and_everyday #ginger_Twist#vanilla #جنجر_توست,155,4,4,1200,3,56000,Arabic,True,True,False,False,False,True,0,"['vanilla_today_and_everyday', 'ginger_twist', 'جنجر_توست']",3,0.4028776978417266,1203,0.008654676258992806,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1745366400000,Wednesday,April,post,Summer’s calling 📞 Grab your Yafa Refresher at VANILLA! 🍹☀️ #VANILLA_Today_and_everyday,99,1,3,1300,0,56000,English,True,True,False,False,False,False,0,['vanilla_today_and_everyday'],1,0.4028776978417266,1300,0.00935251798561151,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1742515200000,Friday,March,post,تناعم عجيب للنكهات اللذيذة.. 🍰 جربوا الآن سان سيبستيان تشيزكيك الجديدة من فانيلا😋 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,146,2,3,4,1,56000,Arabic,True,True,False,False,False,True,0,"['vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",2,0.4028776978417266,5,3.597122302158273e-05,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1741996800000,Saturday,March,post,أمي.. كل عام وأنتِ أجمل نعمة 💜 هذا يومك، نقدّر وجودك بكل لحظة من فانيلا 🎂 الحجوزات عبر رسائل الصفحة 💌,114,0,4,44,4,56000,Arabic,True,True,False,False,False,True,0,[],0,0.4028776978417266,48,0.00034532374100719427,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1741305600000,Friday,March,post,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,189,4,6,963,6,56000,Arabic,True,True,True,True,False,True,0,"['ramadan2025', 'ramadankareem', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",4,0.4028776978417266,969,0.006971223021582734,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1778198400000,Friday,May,reel,Freshly baked Every Morning 😊 #vanilla #فانيلا_اليوم_وكل_يوم,71,2,1,41,0,9300,English,False,False,False,False,False,False,0,"['vanilla', 'فانيلا_اليوم_وكل_يوم']",2,0.06690647482014389,41,0.0002949640287769784,0.062416107382550344,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777939200000,Tuesday,May,reel,حاضر و ع بال معايير التوحد ✌🥰 #فانيلا,38,1,2,70,1,24000,Arabic,False,False,False,False,False,True,0,['فانيلا'],1,0.17266187050359713,71,0.0005107913669064748,0.16107382550335572,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777680000000,Saturday,May,reel,سعيدين جدًا توفروا القعدة المثالية والمساحة اللي بتجمعكم في فرع الطيرة. نتطلع دائمًا لاستقبالكم في مساحاتنا الخاصة VIP Space 🥰 #فانيلا_اليوم_وكل_يوم,166,1,1,1000,11,38000,Arabic,True,True,True,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.2733812949640288,1011,0.007273381294964029,0.2550335570469799,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777420800000,Wednesday,April,reel,فرنش توست فانيلا 😋🔥 #فانيلا_اليوم_وكل_يوم #فرنش_توست,65,2,2,949,2,71000,Arabic,False,True,False,False,False,True,0,"['فانيلا_اليوم_وكل_يوم', 'فرنش_توست']",2,0.5107913669064749,951,0.006841726618705036,0.476510067114094,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1777161600000,Sunday,April,reel,كارميل كرانش كريم 😋😋😋 كيكة جديدة من فانيلا #فانيلا_اليوم_وكل_يوم,77,1,3,1600,3,100000,Arabic,False,True,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.7194244604316546,1603,0.011532374100719424,0.6711409395973154,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1776902400000,Thursday,April,reel,Caramel Crunch Cream 🎂🥳 انعملت خصومي بمناسبة عيد ميلاد ياسمينا #فانيلا_اليوم_وكل_يوم,102,1,3,68,2,11000,English,False,True,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.07913669064748201,70,0.0005035971223021583,0.07382550335570469,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1776643200000,Monday,April,reel,ربيع بطريقة فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم,52,1,2,918,3,49000,Arabic,False,False,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.35251798561151076,921,0.0066258992805755396,0.32885906040268453,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1776470400000,Saturday,April,reel,مكانكم المفضل ❤️ #فانيلا_اليوم_وكل_يوم,45,1,1,1300,2,44000,Arabic,False,False,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.31654676258992803,1302,0.009366906474820145,0.29530201342281875,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1776211200000,Wednesday,April,reel,ربيع، شمس و فانيلا 🌞🌸🥰 #فانيلا_اليوم_وكل_يوم,54,1,3,864,1,56000,Arabic,False,False,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.4028776978417266,865,0.006223021582733813,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1775952000000,Sunday,April,reel,سعيد صباحكم من فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم vanilla#,68,1,2,1200,2,56000,Arabic,False,False,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.4028776978417266,1202,0.008647482014388488,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1775692800000,Thursday,April,reel,٥ مشاريب بمناسبة فصل الربيع 🌸🌸😎 #فانيلا_اليوم_وكل_يوم,66,1,3,1800,2,67000,Arabic,False,True,False,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.48201438848920863,1802,0.012964028776978418,0.44966442953020136,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1775433600000,Monday,April,reel,The New Very Chocolate Cake 😊😋😋,38,0,3,1500,2,98000,English,False,True,False,False,False,False,0,[],0,0.7050359712230215,1502,0.010805755395683453,0.6577181208053691,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1775174400000,Friday,April,reel,فانيلا بجانب فيكم فرع الطيرة 🫶🫶 #فانيلا_اليوم_وكل_يوم,63,1,2,1600,5,56000,Arabic,False,False,True,False,False,True,0,['فانيلا_اليوم_وكل_يوم'],1,0.4028776978417266,1605,0.011546762589928058,0.37583892617449666,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1774915200000,Tuesday,March,reel,اليوم عزة الفلسطينية والكرامة على رؤوسنا ورأس العالم، فانيلا بتقدم لكن المحبة بكل فخر 🥰🙏,96,0,2,811,8,94000,Arabic,False,False,False,False,True,True,0,[],0,0.6762589928057554,819,0.005892086330935252,0.6308724832214765,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000,1774656000000,Saturday,March,reel,اكبر كمية كوكيز 🍪🥰 #فانيلا_اليوم_وكل_يوم #ramadankareem #كوكيز,74,3,2,109,0,355000,Arabic,False,True,False,True,False,True,0,"['فانيلا_اليوم_وكل_يوم', 'ramadankareem', 'كوكيز']",3,2.553956834532374,109,0.0007841726618705036,2.38255033557047,high_view_rate
